0011100111 | 2 
0011101001 | 4 
0011101101 | 3 
0011110000 | 3 
0011110100 | 2 
0011110101 | 1 
0011110111 | 1 
0011111011 | 1 
0011111100 | 1 
0011111101 | 5 
0011111110 | 1 
0100000000 | 1 
0100000011 | 6 
0100000101 | 1 
0100010000 | 2 
0100010010 | 1 
0100010110 | 1 
0100010111 | 1 
0100011001 | 3 
0100011010 | 2 
0100011110 | 1 
0100100000 | 3 
0100100001 | 1 
0100100011 | 1 
0100100111 | 2 
0100101100 | 1 
0100101101 | 3 
0100101110 | 2 
0100110000 | 1 
0100110010 | 2 
0100110011 | 3 
0100110100 | 1 
0100110110 | 1 
0100111001 | 1 
0100111011 | 1 
0100111100 | 1 
0100111101 | 1 
0100111110 | 1 
0101000001 | 5 
0101000011 | 7 
0101000100 | 1 
0101000101 | 1 
0101000110 | 3 
0101000111 | 1 
0101001001 | 1 
0101001010 | 1 
0101010001 | 4 
0101010010 | 3 
0101010100 | 1 
0101010111 | 1 
0101011001 | 3 
0101011010 | 3 
0101011100 | 3 
0101011101 | 6 
0101011111 | 1 
0101100011 | 1 
0101100101 | 2 
0101100111 | 2 
0101101000 | 6 
0101101001 | 1 
0101101011 | 6 
0101101101 | 4 
0101101110 | 6 
0101101111 | 7 
0101110001 | 1 
0101110010 | 1 
0101110011 | 1 
0101110100 | 1 
0101110111 | 1 
0101111001 | 1 
0101111010 | 2 
0101111111 | 1 
0110000000 | 1 
0110000001 | 2 
0110000010 | 1 
0110000011 | 1 
0110001000 | 2 
0110001001 | 3 
0110001011 | 2 
0110001100 | 2 
0110001101 | 1 
0110001111 | 1 
0110010000 | 2 
0110010001 | 1 
0110010011 | 1 
0110010110 | 1 
0110010111 | 5 
0110011011 | 1 
0110011101 | 1 
0110011110 | 2 
0110011111 | 1 
0110100000 | 5 
0110100100 | 2 
0110100111 | 3 
0110101010 | 1 
0110101101 | 2 
0110101110 | 2 
0110101111 | 1 
0110110000 | 3 
0110110001 | 2 
0110110011 | 1 
0110110100 | 3 
0110110101 | 2 
0110111001 | 5 
0110111011 | 1 
0110111100 | 2 
0110111101 | 1 
0111000000 | 4 
0111000011 | 1 
0111000101 | 1 
0111001000 | 3 
0111001010 | 1 
0111001011 | 1 
0111010000 | 1 
0111010010 | 4 
0111010011 | 3 
0111010100 | 1 
0111011000 | 1 
0111011001 | 1 
0111011011 | 1 
0111011111 | 1 
0111100001 | 1 
0111100011 | 2 
0111100101 | 1 
0111100110 | 2 
0111101000 | 1 
0111101011 | 3 
0111101100 | 4 
0111101101 | 2 
0111101110 | 1 
0111101111 | 1 
0111110011 | 1 
0111110111 | 2 
0111111000 | 1 
0111111001 | 1 
0111111010 | 2 
0111111101 | 1 
0111111110 | 5 
1000000001 | 1 
1000000011 | 3 
1000000101 | 1 
1000001001 | 1 
1000001101 | 2 
1000010000 | 1 
1000010001 | 1 
1000010010 | 3 
1000010101 | 3 
1000011010 | 2 
1000011101 | 4 
1000100000 | 2 
1000100001 | 1 
1000100010 | 1 
1000100011 | 1 
1000100100 | 1 
1000100101 | 1 
1000101001 | 1 
1000101010 | 8 
1000101011 | 1 
1000101111 | 1 
1000110011 | 3 
1000110100 | 1 
1000110101 | 3 
1000111001 | 2 
1000111011 | 3 
1000111100 | 1 
1000111101 | 4 
1000111110 | 1 
1000111111 | 2 
1001000000 | 3 
1001000101 | 1 
1001000110 | 1 
1001001000 | 1 
1001001011 | 1 
1001001100 | 1 
1001001111 | 1 
1001010001 | 6 
1001010010 | 1 
1001010011 | 2 
1001010100 | 1 
1001010101 | 4 
1001011001 | 1 
1001011011 | 1 
1001011100 | 1 
1001011101 | 3 
1001011111 | 1 
1001100000 | 3 
1001100001 | 4 
1001100011 | 1 
1001100100 | 2 
1001100110 | 2 
1001101000 | 1 
1001101011 | 2 
1001101101 | 3 
1001101111 | 3 
1001110010 | 1 
1001110011 | 3 
1001110110 | 3 
1001110111 | 1 
1010000001 | 2 
1010000100 | 3 
1010000101 | 3 
1010001001 | 1 
1010001010 | 3 
1010001011 | 2 
1010001110 | 1 
1010001111 | 1 
1010010000 | 2 
1010010010 | 1 
1010010011 | 2 
1010010100 | 4 
1010010111 | 4 
1010011001 | 1 
1010011010 | 4 
1010011100 | 2 
1010011111 | 2 
1010100001 | 1 
1010100110 | 1 
1010100111 | 2 
1010101011 | 2 
1010101100 | 1 
1010110001 | 1 
1010110011 | 1 
1010110101 | 3 
1010110110 | 2 
1010110111 | 1 
1010111000 | 1 
1010111010 | 1 
1010111011 | 1 
1010111100 | 1 
1010111110 | 2 
1010111111 | 3 
1011000000 | 1 
1011000100 | 1 
1011000101 | 2 
1011000110 | 1 
1011001001 | 1 
1011001100 | 1 
1011001111 | 3 
1011010000 | 2 
1011010011 | 3 
1011010101 | 1 
1011010110 | 4 
1011011000 | 2 
1011011110 | 3 
1011100000 | 1 
1011100001 | 2 
1011100011 | 4 
1011100100 | 1 
1011100101 | 4 
1011100111 | 2 
1011101010 | 1 
1011101011 | 2 
1011101101 | 1 
1011101111 | 2 
1011110000 | 2 
1011110010 | 4 
1011110100 | 3 
1011110111 | 1 
1011111000 | 1 
1011111001 | 1 
1011111011 | 1 
1011111110 | 2 
1011111111 | 2 
1100000000 | 2 
1100000001 | 5 
1100000011 | 1 
1100000100 | 2 
1100000101 | 2 
1100001101 | 1 
1100010001 | 2 
1100010011 | 3 
1100010101 | 1 
1100010110 | 1 
1100011000 | 1 
1100011001 | 1 
1100011010 | 1 
1100011011 | 1 
1100011100 | 3 
1100011110 | 1 
1100011111 | 2 
1100100011 | 1 
1100100110 | 2 
1100100111 | 2 
1100101001 | 3 
1100101010 | 3 
1100101011 | 4 
1100101100 | 2 
1100101110 | 2 
1100110000 | 8 
1100110010 | 3 
1100110011 | 1 
1100110101 | 1 
1100111001 | 1 
1100111011 | 1 
1100111101 | 1 
1101000001 | 2 
1101000010 | 4 
1101000011 | 1 
1101000100 | 1 
1101000101 | 5 
1101001010 | 1 
1101001011 | 2 
1101001110 | 1 
1101010011 | 3 
1101010100 | 1 
1101010111 | 1 
1101011000 | 1 
1101011100 | 1 
1101011101 | 1 
1101100011 | 1 
1101100101 | 1 
1101100111 | 2 
1101101001 | 1 
1101101100 | 3 
1101101110 | 1 
1101110001 | 2 
1101110010 | 1 
1101110100 | 1 
1101110101 | 3 
1101110110 | 1 
1101111000 | 1 
1101111010 | 1 
1101111011 | 1 
1101111101 | 2 
1110000010 | 5 
1110000011 | 1 
1110000101 | 3 
1110000111 | 1 
1110001000 | 1 
1110001001 | 1 
1110001011 | 1 
1110001101 | 3 
1110001111 | 3 
1110010001 | 6 
1110010011 | 2 
1110010100 | 3 
1110010101 | 1 
1110010110 | 2 
1110011000 | 7 
1110011001 | 2 
1110011010 | 2 
1110011011 | 1 
1110100000 | 6 
1110100001 | 6 
1110100010 | 5 
1110100100 | 1 
1110100101 | 1 
1110100111 | 1 
1110101000 | 1 
1110101010 | 2 
1110101101 | 2 
1110101110 | 1 
1110110000 | 1 
1110110100 | 4 
1110110110 | 1 
1110111010 | 5 
1110111011 | 1 
1110111101 | 5 
1111000001 | 7 
1111000010 | 2 
1111000011 | 1 
1111000101 | 1 
1111000111 | 2 
1111001000 | 1 
1111001001 | 2 
1111001010 | 5 
1111001011 | 1 
1111001110 | 3 
1111010001 | 4 
1111010010 | 1 
1111010011 | 1 
1111010110 | 2 
1111010111 | 1 
1111011001 | 4 
1111011010 | 2 
1111011110 | 1 
1111100000 | 4 
1111100001 | 2 
1111100100 | 2 
1111100101 | 1 
1111100111 | 2 
1111101000 | 2 
1111101001 | 2 
1111101011 | 2 
1111101111 | 5 
1111110001 | 2 
1111110101 | 5 
1111110111 | 2 
1111111000 | 3 
1111111010 | 2 
1111111100 | 1 
1111111110 | 1 
